Dates,SPX Index,QQQ US Equity,IWM US Equity,HYG US Equity,LQD US Equity,AGG US Equity,TLT US Equity,IEF US Equity,SHY US Equity,TIP US Equity,GLD US Equity,SLV US Equity,USO US Equity,VNQ US Equity,IYR US Equity
10/2/2009,1025.21,38.086,52.2988,52.3187,79.0526,86.8021,79.4586,79.4018,80.5141,89.3955,98.37,15.82,35.87,30.0269,30.9073
10/5/2009,1040.46,38.3935,53.2366,53.0211,79.4765,86.8602,79.4666,79.3932,80.5141,89.4477,99.82,16.38,36.18,30.8518,31.74
10/6/2009,1054.72,39.0736,54.2285,52.8392,79.3099,86.7357,78.6801,79.1364,80.4662,89.439,102.28,17.08,36.54,30.7678,31.7476
10/7/2009,1057.58,39.1854,54.2465,53.2281,79.8171,87.0842,79.6031,79.6414,80.5716,89.8298,102.361,17.25,35.96,30.7449,31.6483
10/8/2009,1065.48,39.3531,54.7425,53.5667,79.3705,87.0261,78.7684,79.3504,80.495,89.743,103.64,17.52,36.68,31.3331,32.2442
10/9/2009,1071.49,39.5767,55.3827,53.7737,78.6741,86.4204,76.9627,78.5887,80.38,89.2826,102.84,17.44,37.16,31.6004,32.5574
10/12/2009,1076.19,39.6605,55.3917,53.7612,78.9466,86.6196,77.0831,78.8197,80.4758,89.4998,103.56,17.48,37.69,31.5546,32.5039
10/13/2009,1073.19,39.6699,55.1572,53.7486,79.098,86.8353,77.4844,78.9995,80.5237,90.0036,104.26,17.48,38.15,31.1116,32.015
10/14/2009,1092.02,40.2102,56.2122,53.9619,78.7195,86.6279,76.3368,78.4603,80.4183,89.6127,104.18,17.56,38.61,32.2497,33.1914
10/15/2009,1096.56,40.117,56.1762,53.9493,78.7044,86.4951,75.9836,78.2035,80.3704,89.6822,102.86,17.06,39.91,31.9747,32.9393
10/16/2009,1087.68,39.8562,55.6171,53.943,78.765,86.4868,76.6016,78.563,80.4158,89.9688,103.18,17.18,40.45,31.1345,32.0456
10/19/2009,1097.91,40.2568,56.077,53.9556,79.1661,86.6611,77.2035,78.6828,80.4183,90.5421,104.23,17.44,40.76,31.8067,32.7865
10/20/2009,1091.06,40.2661,55.3015,54.0559,79.6733,86.8685,77.6208,78.8625,80.4566,90.6203,103.42,17.2,40.39,31.2185,32.1754
10/21/2009,1081.4,40.1916,54.5531,54.15,79.3402,86.8104,77.1553,78.6828,80.4183,90.2641,103.745,17.36,41.33,30.8213,31.9233
10/22/2009,1092.91,40.35,55.3105,54.5639,79.8095,86.6776,76.7781,78.4517,80.4279,89.8212,103.92,17.32,41.47,31.631,32.6414
10/23/2009,1079.6,40.1823,54.1545,54.4699,79.3705,86.5698,76.2003,78.0666,80.2937,89.6301,103.49,17.4,40.91,31.2567,32.2824
10/26/2009,1066.95,40.0518,53.6694,54.5012,79.0374,86.3375,75.2132,77.6207,80.2075,89.2218,101.86,16.79,40.13,31.1803,32.0837
10/27/2009,1063.41,39.4463,53.0112,54.0747,79.7187,86.6776,76.2404,78.2891,80.3704,89.9315,101.85,16.34,40.59,30.7296,31.5949
10/28/2009,1042.63,38.5612,51.2438,53.1842,79.1813,86.8021,76.6016,78.5287,80.4854,90.0036,100.73,15.86,39.46,29.4387,30.2733
10/29/2009,1066.11,39.2133,52.2177,53.9305,79.2797,86.6279,75.767,78.1521,80.4183,90.0122,102.688,16.41,40.9,30.7831,31.5796
10/30/2009,1036.19,38.1606,50.793,53.4225,79.9912,86.9597,76.8664,78.7342,80.5141,90.3423,102.53,16.07,39.32,30.2484,30.9761
11/2/2009,1042.88,38.319,50.6938,53.842,79.8723,86.8214,76.5269,78.0912,80.4268,90.5184,103.95,16.16,39.97,30.2408,31.0219
11/3/2009,1045.41,38.4401,51.4603,53.9621,79.5073,86.7048,75.762,77.9109,80.4172,90.3354,106.46,17,40.62,30.6838,31.465
11/4/2009,1046.5,38.5053,50.7209,54.0444,79.8191,86.5634,75.0696,77.6964,80.4076,90.5097,107.1,17.14,40.99,30.0269,30.8997
11/5/2009,1066.63,39.4556,52.3349,54.0886,79.8723,86.7881,75.0696,77.7135,80.4844,90.684,106.98,17.12,40.8,30.7067,31.5414
11/6/2009,1069.3,39.6885,52.371,54.1392,80.0852,86.863,75.1421,77.9453,80.5419,90.9106,107.43,17.09,39.7,30.2026,31.0525
11/9/2009,1093.08,40.5363,53.3989,54.3542,80.1309,86.9795,75.2307,77.9796,80.5419,91.3812,108.19,17.288,40.5,31.6921,32.5123
11/10/2009,1093.01,40.6388,53.0653,54.3353,80.0776,87.0045,75.0938,78.0397,80.5227,91.2243,108.39,17.03,40.41,31.4553,32.3511
11/11/2009,1098.51,40.8996,53.435,54.3669,80.3742,87.0377,75.4078,78.2629,80.6091,91.5555,109.6,17.29,40.55,32.0434,32.947
11/12/2009,1087.24,40.6667,52.4521,54.4301,80.3742,87.2125,75.2709,78.2886,80.5995,91.1285,108.21,16.92,39.27,31.715,32.5574
11/13/2009,1093.48,41.0021,52.9571,54.3226,80.6099,87.3041,75.6171,78.3487,80.6187,91.1633,109.74,17.15,39.12,32.1427,32.9928
11/16/2009,1109.3,41.4214,54.3547,54.5756,80.9901,87.5121,76.5028,78.7693,80.6666,91.8518,111.63,18.01,40.29,32.9219,33.7414
11/17/2009,1110.32,41.5518,54.3547,54.5629,81.1118,87.587,76.9134,78.9409,80.6858,92.0958,111.97,18.13,40.48,32.349,33.2602
11/18/2009,1109.8,41.3217,54.2465,54.4238,80.8456,87.4039,76.4625,78.7435,80.6858,92.0696,112.25,18.23,40.67,32.9372,33.8102
11/19/2009,1094.9,40.676,52.894,54.5376,80.9445,87.4955,76.5994,78.8379,80.7146,92.0784,112.3,18.26,39.66,32.1809,33.1379
11/20/2009,1091.38,40.4711,52.8308,54.525,80.5643,87.5288,76.5833,78.8294,80.7338,92.0784,112.94,18.22,39.42,31.9518,32.8858
11/23/2009,1106.24,41.1232,53.7506,54.4681,80.5643,87.5121,76.4866,78.7178,80.7242,92.1568,114.29,18.27,39.38,32.3566,33.2602
11/24/2009,1105.65,40.9835,53.5071,54.4997,80.876,87.7701,76.9697,79.1212,80.7913,92.2526,114.73,18.25,38.58,31.8739,32.7713
11/25/2009,1110.63,41.1605,53.4981,54.525,81.1726,87.8534,77.324,79.3873,80.8297,92.6187,116.62,18.52,39.5,32.0053,32.9011
11/27/2009,1091.49,40.5363,51.9201,54.1455,81.1498,87.9283,77.6138,79.7478,80.8873,92.8191,115.06,17.95,38.5,31.0734,31.9692
11/30/2009,1095.63,40.5829,52.38,54.3226,81.5528,88.0781,77.799,79.8765,80.8968,92.8714,115.64,18.15,39.15,32.2344,33.1685
12/1/2009,1108.86,41.0021,53.1915,54.5914,81.1453,87.8631,76.932,79.4359,80.4406,92.7125,117.38,18.78,39.62,32.708,33.5963
12/2/2009,1109.24,41.058,53.8227,54.6488,81.1606,87.6961,76.9966,79.2725,80.3734,92.6164,119.18,18.89,38.84,33.2427,34.0928
12/3/2009,1099.92,40.8903,53.1645,54.7188,81.1377,87.7045,76.197,78.9026,80.3254,92.3108,118.7,18.62,38.52,32.8684,33.8025
12/4/2009,1105.98,41.1046,54.481,54.9418,80.8017,87.5291,75.3893,78.3176,80.1237,91.5599,113.753,18.15,38.33,33.8385,34.7116
12/7/2009,1103.25,40.909,54.5621,55.0118,80.7635,87.6126,75.4863,78.5327,80.2965,91.7083,113.11,17.82,37.49,33.1281,34.1081
12/8/2009,1091.94,40.6593,54.1383,55.0755,81.1071,87.7295,75.5993,78.808,80.3734,91.6647,110.95,17.3,36.85,32.9372,33.9018
12/9/2009,1095.95,41.0673,53.967,55.0755,80.6413,87.6377,75.252,78.6531,80.3158,91.263,110.84,17.15,35.87,32.8684,33.856
12/10/2009,1102.35,41.2723,53.7506,55.3495,80.71,87.5709,74.3878,78.3864,80.2869,90.9662,110.82,17.09,35.73,32.7386,33.7567
12/11/2009,1106.41,41.1139,54.2555,55.3813,80.3282,87.3621,74.3797,77.9993,80.2005,91.0011,109.32,16.87,35.48,33.2656,34.2456
12/14/2009,1114.11,41.5052,55.0761,55.8272,80.7711,87.4122,74.4686,77.9993,80.1141,91.3154,110.24,17.08,35.58,33.869,34.9102
12/15/2009,1107.93,41.2723,54.9228,55.7699,80.1908,87.17,74.1374,77.7498,80.0949,91.3067,110.21,17.09,35.93,33.533,34.5893
12/16/2009,1109.18,41.3282,55.2745,55.8973,80.4962,87.3287,74.0486,77.7498,80.1525,91.4639,111.59,17.36,36.74,33.7774,34.7956
12/17/2009,1096.08,40.8251,54.6613,55.8654,80.8399,87.4707,75.2682,78.438,80.3061,91.8568,107.34,16.79,36.36,33.5711,34.5741
12/18/2009,1102.47,41.4948,55.1663,55.8336,80.71,87.4707,74.9451,78.0509,80.2485,91.7171,108.95,16.95,36.66,33.7927,34.8414
12/21/2009,1114.05,41.9615,55.8975,55.9992,80.3206,87.1066,73.6124,77.2509,80.1237,91.2892,106.95,16.69,36.16,34.251,35.2616
12/22/2009,1118.02,42.2135,56.4196,56.1202,79.9846,86.8527,73.2005,76.9068,80.0277,90.9923,106.17,16.64,36.56,34.61,35.6359
12/23/2009,1120.59,42.5215,57.1468,56.254,80.2366,86.8861,73.2167,76.8724,80.0277,90.8614,106.55,16.81,37.74,35.0225,36.0383
12/24/2009,1126.48,42.9135,57.3641,56.4642,79.8624,86.7358,72.4574,76.5971,79.9316,90.6169,108.36,17.17,38.2,35.5285,36.4939
12/28/2009,1127.78,43.1375,57.2735,56.2986,79.6486,86.2097,72.2555,76.3906,79.8164,90.5907,108.55,17.218,38.86,35.6987,36.6252
12/29/2009,1126.2,42.9601,57.2464,55.9972,79.8903,86.3116,72.7323,76.5925,79.8693,90.8698,107.47,16.81,38.84,35.1648,36.1001
12/30/2009,1126.42,43.0908,57.2102,56.2344,79.9823,86.5294,73.2105,76.7304,79.8405,91.0098,106.93,16.53,39.14,35.219,36.1619
12/31/2009,1115.1,42.6988,56.5311,56.3242,79.8673,86.4205,72.862,76.3598,79.7444,90.931,107.31,16.539,39.28,34.6155,35.4592
1/4/2010,1132.99,43.3241,57.9254,56.7666,80.2891,86.521,72.7971,76.5494,79.8501,91.1673,109.8,17.23,40.27,34.4685,35.3742
1/5/2010,1136.52,43.3241,57.7262,57.0359,80.6725,86.9146,73.2673,76.8855,79.9462,91.4649,109.7,17.51,40.41,34.4298,35.4592
1/6/2010,1137.14,43.0628,57.6719,57.1834,80.4348,86.8644,72.2865,76.5753,79.9558,91.2286,111.51,17.86,40.97,34.3679,35.4437
1/7/2010,1141.69,43.0908,58.0974,57.4142,80.5345,86.7639,72.4081,76.5753,79.9366,91.3686,110.82,17.89,40.72,34.7393,35.7603
1/8/2010,1144.98,43.4455,58.4143,57.504,80.7108,86.8141,72.3756,76.6701,80.0133,91.5611,111.37,18.15,40.93,34.484,35.521
1/11/2010,1146.98,43.2681,58.1789,57.4527,80.7952,86.7471,71.9785,76.7218,80.052,91.3599,112.85,18.21,40.54,34.6851,35.6908
1/12/2010,1136.22,42.7268,57.5451,57.1577,80.9486,87.2999,73.2105,77.2734,80.1192,91.7799,110.49,17.91,39.63,34.1048,35.0885
1/13/2010,1145.68,43.2588,58.2875,57.286,80.6112,86.9314,72.3594,76.9028,80.052,91.3686,111.54,18.27,39.21,34.7934,35.7449
1/14/2010,1148.46,43.2961,58.5048,57.3501,80.9026,87.1575,73.3726,77.2647,80.1289,91.6049,112.03,18.31,39.06,34.7625,35.6213
1/15/2010,1136.03,42.7921,57.6538,57.1193,80.8719,87.3212,73.8266,77.6095,80.1961,91.9025,110.86,18.05,38.4,34.4994,35.297
1/19/2010,1150.23,43.4828,58.7131,57.1436,80.9409,87.1826,73.6158,77.4716,80.2154,91.8325,111.52,18.45,38.93,35.2035,35.9997
1/20/2010,1138.04,42.8575,57.862,57.0616,80.8872,87.4087,74.3615,77.7388,80.2154,91.9725,108.94,17.57,37.89,34.8089,35.6291
1/21/2010,1116.48,42.4562,56.9091,56.1703,81.1019,87.4339,74.702,78.0232,80.2827,92.1449,107.37,17.07,37.24,33.8108,34.6175
1/22/2010,1091.76,41.2149,55.8883,55.6381,80.9792,87.4841,74.5723,78.0921,80.3499,92.06,107.17,16.78,36.34,32.9598,33.8221
1/25/2010,1096.78,41.3548,55.9517,55.7214,80.9716,87.4757,74.2318,77.9198,80.2827,91.8237,107.48,16.83,36.81,33.1919,34.0692
1/26/2010,1092.17,41.3922,55.3994,55.792,80.7569,87.5846,74.2562,78.0749,80.2923,92.1038,107.56,16.43,36.5,32.8824,33.7758
1/27/2010,1097.5,41.7188,55.9879,55.8112,80.4655,87.5176,74.2156,77.8939,80.2618,91.8587,106.528,16.26,36.08,33.1764,34.0847
1/28/2010,1084.53,40.6455,55.0282,55.574,80.3504,87.4422,74.1751,77.868,80.3019,91.9812,106.48,15.92,36.16,32.8901,33.7604
1/29/2010,1073.87,39.9362,54.4216,55.2918,80.8642,87.6432,74.8236,78.1697,80.3788,92.3226,105.96,15.9,35.64,32.7044,33.5364
2/1/2010,1089.19,40.3749,55.0644,55.5586,80.5038,87.5232,74.1442,77.9012,80.3442,92.2858,108.35,16.36,36.72,33.3002,34.1465
2/2/2010,1103.32,40.7389,55.671,55.7266,80.7579,87.624,74.3557,78.0309,80.3538,92.4524,109.13,16.35,37.5284,33.7567,34.7102
2/3/2010,1097.28,40.9629,55.2998,56.0109,80.6732,87.4644,73.4934,77.6591,80.2961,92.0753,108.7,16.07,37.65,33.2073,34.3086
2/4/2010,1063.11,39.7776,53.4529,55.2161,80.6655,87.6744,74.6566,78.299,80.4116,92.3201,104.37,15.04,35.8,31.9772,33.0268
2/5/2010,1066.19,40.1136,53.6611,54.893,80.419,87.708,74.8193,78.5497,80.5367,92.1543,104.68,14.9,35.21,32.5652,33.6445
2/8/2010,1056.74,39.8242,53.127,54.6539,80.4961,87.8761,74.9169,78.4805,80.4789,92.014,104.04,14.75,35.09,31.8534,32.8801
2/9/2010,1070.52,40.2349,53.8603,54.7638,80.3112,87.7164,74.1686,78.0568,80.402,91.6983,105.41,15.12,36.21,31.7528,32.7797
2/10/2010,1068.13,40.1509,53.9871,54.0271,79.6874,87.5148,73.4609,77.8407,80.3154,91.4264,105.12,14.95,36.51,31.8147,32.8028
2/11/2010,1078.47,40.7575,54.8453,54.2455,79.8707,87.3703,73.0623,77.7456,80.3442,91.2072,107.13,15.37,36.78,32.1149,33.0885
2/12/2010,1075.51,40.8415,55.2455,54.2145,79.9647,87.3888,73.3633,77.9271,80.4116,91.2072,107.04,15.24,36.31,32.4955,33.3897
2/16/2010,1094.87,41.3642,56.178,54.7509,80.2804,87.6072,73.5016,78.1001,80.4212,91.4703,109.62,15.82,37.79,33.4162,34.2854
2/17/2010,1099.51,41.5975,56.5583,55.1709,80.0116,87.3384,72.6637,77.685,80.3538,91.2949,109.25,15.74,37.97,33.718,34.6098
2/18/2010,1106.75,41.8588,57.02,55.6943,79.957,87.3048,72.3709,77.4083,80.3057,91.216,109.98,15.88,38.73,34.2209,35.0731
2/19/2010,1109.17,41.8402,57.0925,56.0691,80.2419,87.372,72.7613,77.4516,80.2769,91.0581,109.47,15.97,39.09,34.2441,35.0654
2/22/2010,1108.01,41.7562,57.2645,56.1401,80.2881,87.2208,72.4604,77.391,80.3057,90.8293,109.07,15.9,39.03,34.3292,35.2121
2/23/2010,1094.6,41.2149,56.5945,55.733,80.4807,87.5316,73.591,77.979,80.3731,91.1107,107.89,15.57,38.33,34.0662,34.9341
2/24/2010,1105.24,41.6348,57.0744,55.9463,80.8272,87.624,73.77,78.0223,80.4116,90.9354,107.36,15.62,38.99,34.4143,35.2739
2/25/2010,1102.94,41.6255,57.0925,55.9527,80.7425,87.8005,74.1848,78.3076,80.4789,90.9354,108.31,15.77,38.11,34.5459,35.4515
2/26/2010,1104.49,41.7748,56.8571,56.3275,81.2739,87.8173,74.5672,78.4243,80.5078,91.1195,109.43,16.07,38.82,34.5304,35.3665
3/1/2010,1115.71,42.3815,58.1789,56.3707,81.378,87.9462,74.5342,78.5098,80.4931,91.1322,109.43,16.11,38.35,34.8244,35.7295
3/2/2010,1118.31,42.5122,58.6225,56.7353,81.5482,87.9799,74.4363,78.5531,80.4931,91.2023,111.02,16.56,38.8,34.8399,35.7449
3/3/2010,1118.79,42.5588,58.9575,56.7939,81.7183,87.9799,74.2486,78.4751,80.4834,91.1673,111.63,16.82,39.4,34.747,35.6677
3/4/2010,1122.97,42.6988,59.1114,56.8394,81.757,88.14,74.6403,78.6138,80.4545,91.2637,110.83,16.79,39.15,34.9637,35.8144
3/5/2010,1138.7,43.3428,60.3156,57.178,81.6564,87.9715,73.6611,78.241,80.3871,91.062,110.81,17.01,39.85,35.9153,36.6329
3/8/2010,1138.5,43.4268,60.4242,57.191,81.7879,88.0305,73.2776,78.0329,80.3486,90.9831,109.88,16.89,39.79,36.279,37.0885
3/9/2010,1140.45,43.6695,60.6415,57.4384,81.7106,88.1316,73.2939,78.2323,80.4064,91.141,109.718,16.92,39.55,36.3641,37.2121
3/10/2010,1145.61,44.0241,61.1576,57.4579,81.7879,88.0726,73.1062,78.1023,80.3871,91.0445,108.47,16.66,39.9,36.689,37.4128
3/11/2010,1150.24,44.1921,61.3386,57.4058,81.757,88.0726,73.3755,78.0329,80.2908,91.1497,108.6,16.81,40.05,36.9057,37.5982
3/12/2010,1149.99,44.2014,61.3115,57.4188,81.9271,88.0768,73.8324,78.1543,80.3005,91.3865,107.95,16.76,39.51,37.1997,37.8762
3/15/2010,1150.51,44.0894,61.1032,57.3537,81.9117,88.1906,73.7345,78.1543,80.3293,91.369,108.36,16.74,38.83,37.1146,37.768
3/16/2010,1159.46,44.3694,61.6284,57.5464,82.2906,88.3507,74.3221,78.4578,80.3486,91.711,110.4,17.05,39.79,38.012,38.7487
3/17/2010,1166.21,44.4908,61.9905,57.549,82.5923,88.4181,74.6403,78.5531,80.3679,91.9039,109.59,17.08,40.23,38.5769,39.2198
3/18/2010,1165.83,44.6401,61.8004,57.6337,82.4298,88.3423,74.3955,78.345,80.3197,91.5356,110.34,17.08,39.92,38.368,39.0653
3/19/2010,1159.9,44.3705,61.0285,57.3472,82.368,88.2749,74.4689,78.241,80.2619,91.3602,108.28,16.65,39.2,37.9502,38.7333
3/22/2010,1165.81,44.7723,61.8909,57.6206,82.4994,88.3423,74.5505,78.5011,80.2908,91.5707,107.75,16.6,39.56,38.4298,39.1348
3/23/2010,1174.17,45.0829,62.6786,57.6141,82.4453,88.3591,74.1997,78.3364,80.2619,91.5005,108.32,16.72,39.7,38.3215,39.0267
3/24/2010,1167.72,44.8657,61.9632,57.5816,81.8343,87.9125,72.8451,77.556,80.1367,90.7639,106.3,16.29,38.94,38.5304,39.1503
3/25/2010,1165.73,44.8003,61.5711,57.7183,81.5404,87.685,72.38,77.2699,80.1656,90.6411,106.78,16.32,38.9,38.6247,39.2118
3/26/2010,1166.59,44.847,61.5457,57.6988,81.7879,87.8282,72.584,77.452,80.2138,90.7551,108.59,16.61,38.83,38.4221,39.0715
3/29/2010,1173.22,45.0619,61.8815,57.7704,81.7183,87.7271,72.3065,77.3393,80.2523,90.6411,108.75,17.04,39.96,38.539,39.243
3/30/2010,1173.27,45.2114,62.0721,57.7118,81.7647,87.7608,72.535,77.4173,80.233,90.72,107.97,16.95,39.95,38.4844,39.165
3/31/2010,1169.43,44.9965,61.5389,57.5295,81.8034,87.8114,73.0328,77.5994,80.2908,91.1146,108.95,17.14,40.29,38.0479,38.8142
4/1/2010,1178.1,44.9965,62.1084,57.3903,81.981,87.7784,72.8539,77.4385,80.2615,91.0984,110.26,17.54,41.24,38.2428,38.9935
4/5/2010,1187.44,45.4169,63.2702,57.3641,81.2275,87.2366,71.6418,76.7429,80.0398,90.4555,110.89,17.75,42.07,39.0847,39.8044
4/6/2010,1189.44,45.5477,63.6423,57.7379,81.4217,87.3473,71.7564,76.969,80.0976,90.8165,111.03,17.61,42.02,39.9811,40.6075
4/7/2010,1182.45,45.4356,63.4408,57.8232,81.8334,87.7193,72.6737,77.4472,80.2229,91.4594,112.49,17.77,41.52,39.1003,39.7342
4/8/2010,1186.44,45.5384,63.3791,57.9216,81.6781,87.6347,72.7065,77.3602,80.2036,91.3714,112.65,17.72,41.44,39.147,39.7498
4/9/2010,1194.37,45.8093,63.7603,58.0069,81.7324,87.7277,72.8785,77.4472,80.2229,91.4682,113.64,18.01,41.17,39.7005,40.3794
4/12/2010,1196.48,45.8467,64.0235,58.02,81.9655,87.9306,73.2635,77.6559,80.2615,91.7236,113.01,17.8,40.93,39.451,40.1163
4/13/2010,1197.3,46.0803,64.1687,58.1774,82.2607,88.0743,73.501,77.8037,80.2422,91.8029,112.69,17.84,40.89,40.4176,41.0285
4/14/2010,1210.65,46.6315,65.5392,58.3348,82.1908,87.9729,72.985,77.595,80.2422,91.6884,113.03,18.07,41.76,40.48,41.0675
4/15/2010,1211.67,46.8371,65.7389,58.4922,82.3306,88.1335,73.0669,77.7254,80.3,91.9526,113.65,18.07,41.71,39.3731,40.0461
4/16/2010,1192.13,46.2765,64.8562,58.02,82.5248,88.2687,73.5993,78.195,80.4254,92.164,111.24,17.41,40.6,38.4688,39.2118
4/19/2010,1197.52,46.2485,64.5408,57.9085,82.3151,88.1081,73.4191,78.0037,80.3482,91.9438,111.15,17.38,40.11,38.6403,39.36
4/20/2010,1207.17,46.4821,65.4212,58.5316,82.4938,88.2518,73.6812,78.0385,80.3579,92.164,111.46,17.48,40.3,39.2951,39.9759
4/21/2010,1205.94,46.7437,65.875,58.5381,82.7812,88.404,74.2873,78.2906,80.3675,92.4458,112.31,17.77,40.27,39.9811,40.7245
4/22/2010,1208.67,47.0053,66.5739,58.3676,82.5947,88.2264,74.0661,78.108,80.3097,92.1816,111.84,17.64,40.3,40.5969,41.317
4/23/2010,1217.28,47.2015,67.2819,58.748,82.5792,88.1166,73.804,77.8906,80.2808,92.1904,113.19,17.91,40.95,41.1348,41.855
4/26/2010,1212.05,47.0987,67.0277,58.748,82.618,88.1081,73.8859,77.9428,80.2808,92.2697,112.75,17.93,40.35,41.4622,42.1201
4/27/2010,1183.71,46.099,65.4938,58.0069,82.6724,88.3871,74.9261,78.6732,80.435,92.8069,114.63,17.88,39.37,40.137,40.7868
4/28/2010,1191.36,46.127,65.6028,58.0462,82.8123,88.2518,74.2873,78.2732,80.4157,92.622,114.31,17.75,39.97,40.2617,40.9272
4/29/2010,1206.78,46.9305,66.9914,58.4463,83.0243,88.2856,74.5985,78.4036,80.435,93.1063,114.28,18.14,41.04,42.078,42.6192
4/30/2010,1186.69,46.0032,65.031,58.6365,83.3638,88.666,75.4585,78.8819,80.5314,93.4058,115.36,18.26,41.33,40.7684,41.2936
5/3/2010,1202.26,46.6502,66.4922,58.6301,83.3884,88.4978,75.3599,78.6755,80.4527,93.2411,115.73,18.42,41.46,42.1248,42.5724
5/4/2010,1173.6,45.2488,64.4047,58.029,83.4899,88.8539,76.716,79.2075,80.5009,93.3822,114.87,17.59,39.7,41.166,41.5743
5/5/2010,1165.9,45.0152,63.4608,57.2362,83.131,88.786,77.1681,79.5127,80.6071,93.4263,115.09,17.11,38.31,40.6125,40.9896
5/6/2010,1128.15,43.5109,61.0828,55.8132,81.758,88.9132,79.5516,80.3883,80.7807,93.8497,118.486,17.32,36.9599,38.9443,39.3405
5/7/2010,1110.88,42.4271,59.322,55.8093,82.0232,88.5232,78.5571,80.1668,80.7518,93.6468,118.27,18,36.31,38.2896,38.6816
5/10/2010,1159.73,44.6321,62.653,56.8531,82.5381,88.5147,76.9297,79.5563,80.6457,93.3822,117.57,18.11,37.23,40.8152,41.2313
5/11/2010,1155.79,44.5854,63.0705,56.787,82.6239,88.8454,76.7325,79.6523,80.6939,93.5586,120.656,18.95,36.76,41.0568,41.278
5/12/2010,1171.67,45.4263,65.0037,57.4807,82.5927,88.7521,76.1489,79.4517,80.6746,93.6733,121.4,19.12,36.77,41.7194,41.9486
5/13/2010,1157.44,44.7069,64.3775,57.1239,82.8346,88.8793,76.6503,79.6697,80.7229,93.7527,120.56,18.99,36.13,41.0412,41.395
5/14/2010,1135.68,43.8473,63.134,56.7936,82.8111,89.2015,77.9818,80.1843,80.829,94.0261,120.37,18.93,34.81,39.7394,40.1163
5/17/2010,1136.94,43.9874,63.252,56.7209,82.9516,89.1336,77.6941,80.0098,80.8,93.6998,119.36,18.53,33.88,39.794,40.0539
5/18/2010,1120.8,43.3801,62.0358,56.602,83.2168,89.4389,78.8859,80.5942,80.8869,94.1849,119.49,18.57,33.47,38.7884,39.0325
5/19/2010,1115.05,43.0344,61.3006,56.2717,83.2636,89.4813,79.1489,80.6639,80.8483,93.5851,116.63,17.87,33.51,38.4299,38.705
5/20/2010,1071.59,41.4368,58.1966,54.5937,83.0764,89.405,80.8173,81.4489,80.9448,93.578,115.84,17.35,32.2,36.4577,36.8337
5/21/2010,1087.69,41.8946,59.0588,55.6904,82.936,89.7865,80.8995,81.4925,80.8869,93.638,115.22,17.29,32.27,37.6815,38.0266
5/24/2010,1073.65,41.7264,58.2692,55.7762,83.1544,89.7356,80.6201,81.4925,80.8772,93.541,116.84,17.56,32.17,36.8397,37.2625
5/25/2010,1074.03,41.7638,58.2601,55.7102,82.7565,89.8458,81.0146,81.7715,80.8676,93.2323,117.36,17.54,31.85,37.1359,37.6524
5/26/2010,1067.95,41.2966,58.4008,55.043,82.8111,89.7441,80.7844,81.6058,80.8,93.4087,118.47,17.74,32.59,37.0579,37.5042
5/27/2010,1103.06,42.8569,60.9104,55.8027,82.3821,89.5321,78.9516,80.8296,80.7422,93.0647,118.69,18.12,34.31,39.0925,39.5393
5/28/2010,1089.41,42.6047,60.1298,55.8952,82.2729,89.6254,79.3132,81.1959,80.8965,93.5851,118.881,18.03,34.039,38.5936,38.9467
6/1/2010,1070.71,42.2122,58.3055,55.6307,82.205,89.773,79.8706,81.3007,80.8971,93.409,119.91,18.02,33.18,37.7907,38.1904
6/2/2010,1098.38,43.212,59.9664,55.9169,82.4948,89.6795,79.1119,80.8372,80.8391,93.3115,119.78,17.978,33.79,38.5312,39.0325
6/3/2010,1102.83,43.6231,60.7379,55.9369,82.2285,89.637,78.5346,80.7235,80.8198,93.3558,117.96,17.64,34.26,38.4221,38.9311
6/4/2010,1064.88,42.1305,57.6838,55.624,82.7298,89.8666,80.6458,81.843,81.0033,93.9498,119.19,17.05,32.68,36.2472,36.8181
6/7/2010,1050.47,41.362,56.1998,55.238,83.0785,90.1302,81.2643,82.1753,80.9743,94.0296,121.49,17.81,32.59,36.0524,36.631
6/8/2010,1062,41.2873,56.1726,55.3245,83.0746,90.0282,80.8602,81.9217,80.9647,93.7903,121.0025,17.89,33.19,36.6994,37.2703
6/9/2010,1055.69,40.9416,56.2089,55.447,83.1059,90.0792,80.7695,81.9304,80.9743,93.8878,120.56,17.76,33.95,36.9176,37.4574
6/10/2010,1086.84,42.1095,58.1512,56.0101,82.7612,89.8071,79.3263,81.1696,80.8681,93.1962,118.975,17.86,34.77,38.5156,39.0247
6/11/2010,1091.6,42.5112,58.9408,56.0885,83.0667,89.8581,80.3324,81.6856,80.955,93.7371,120.01,17.85,34.23,38.9755,39.4301
6/14/2010,1089.63,42.5019,59.313,56.1632,82.91,89.9856,79.9201,81.6156,80.9743,93.7371,119.6,17.86,34.33,39.4588,39.898
6/15/2010,1115.23,43.6417,60.8015,56.7091,82.8082,89.9856,79.5902,81.362,80.9357,93.6129,120.99,18.19,35.23,40.3397,40.7634
6/16/2010,1114.61,43.8193,60.5201,56.7557,82.8944,90.12,80.0438,81.5894,80.955,93.9055,120.33,18.08,35.49,39.9733,40.4671
6/17/2010,1116.04,43.9594,60.5927,57.1817,83.4428,90.3343,80.6953,81.9742,81.0033,94.3577,121.9,18.33,35.14,40.059,40.5295
